"short_name","nationality","overall","potential","wage_eur","value_eur","age","height_cm","weight_kg","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes"
"T. Shiotani","Japan",73,73,1000,3200000,30,182,80,61,51,75,67,62,49,52,60,56,66,68,69,52,72,55,68,72,90,81,64,74,76,64,57,41,65,68,74,71,6,7,12,13,12
"D. Zabala","Uruguay",73,73,14000,4200000,27,172,64,78,74,59,71,66,72,62,64,68,74,75,68,75,64,74,76,66,71,78,76,25,30,68,75,62,63,43,39,40,11,15,8,11,14
"B. Dibassy","Mali",73,73,15000,3300000,29,183,74,70,48,67,68,44,71,54,30,64,70,75,74,67,67,67,68,72,83,75,59,72,71,60,48,36,64,72,74,72,6,5,8,9,5
"E. Karaca","Turkey",73,73,13000,3900000,29,166,56,60,66,45,69,50,76,45,63,67,76,84,83,87,76,93,65,33,75,46,55,31,41,67,68,68,62,49,42,35,9,15,11,6,13
"D. Lienard","France",73,73,23000,3400000,31,184,77,76,67,65,79,62,73,79,81,77,73,62,64,59,70,63,79,54,66,69,76,66,57,73,75,75,72,54,52,60,13,12,15,14,14
"Douglas Armeira","Brazil",73,73,11000,3600000,27,174,74,70,54,59,69,53,69,63,47,52,67,70,74,71,68,76,71,71,83,67,50,82,70,57,56,58,66,77,74,72,12,7,11,11,7
"M. Taremi","Iran",73,73,9000,4400000,26,187,80,56,73,69,65,71,71,71,43,47,74,65,64,67,72,60,78,70,66,72,66,31,17,75,64,61,74,33,37,19,9,11,9,15,8
"T. Almada","Argentina",72,88,4000,6500000,18,171,62,59,71,39,69,59,76,74,64,63,73,87,85,88,59,89,72,55,65,48,70,59,41,67,67,61,68,33,38,36,12,8,9,8,10
"A. Davies","Canada",72,87,18000,6500000,18,181,72,62,64,51,64,55,76,64,44,51,73,93,89,84,67,77,71,72,74,69,63,68,52,65,65,60,70,55,61,51,11,11,6,5,14
"Y. Verschaeren","Belgium",72,87,2000,6000000,17,172,63,72,60,39,71,59,77,70,56,70,78,71,70,87,66,86,67,70,74,43,72,48,37,62,69,49,71,41,38,35,15,6,12,10,7
"J. Dilrosun","Netherlands",72,86,14000,7000000,21,174,74,78,71,32,65,44,77,50,49,50,74,85,92,81,65,75,71,40,65,52,42,37,45,70,50,55,54,50,48,27,8,15,11,7,11
"A. Claude Maurice","France",72,86,5000,7000000,21,174,62,59,69,43,67,58,72,58,46,62,73,91,87,90,62,81,70,48,80,42,71,37,21,69,66,58,74,32,48,40,11,13,15,14,15
"B. Soumare","France",72,86,18000,7000000,20,188,82,56,51,60,73,52,75,59,53,72,78,67,71,64,69,64,64,68,67,75,57,68,70,64,69,52,74,65,69,64,11,6,13,5,10
"R. Nelson","England",72,85,31000,6000000,19,175,71,62,71,39,61,49,81,66,67,54,76,88,88,84,64,76,67,41,64,42,54,42,42,65,59,54,60,24,37,37,12,12,11,11,15
"D. Lainez","Mexico",72,85,9000,6000000,19,167,58,62,64,48,69,60,81,62,50,61,73,88,81,89,66,92,58,59,61,46,63,57,29,69,65,66,72,50,54,51,14,13,14,7,9
"M. Aarons","England",72,85,15000,5500000,19,178,73,65,41,53,68,41,71,50,32,56,72,85,81,82,67,79,46,52,79,56,36,68,68,64,53,27,75,74,73,68,11,11,7,9,8
"Tete","Brazil",72,85,1000,6000000,19,175,67,63,67,35,74,55,82,48,38,62,78,82,84,78,55,71,61,67,65,61,52,37,41,53,63,45,58,24,25,27,7,11,5,9,11
"D. James","Wales",72,84,46000,5500000,21,170,76,68,62,44,68,50,73,61,54,50,69,94,94,84,68,80,71,53,77,55,54,39,21,65,63,55,66,23,27,31,7,6,11,15,9
"S. Longstaff","England",72,84,20000,5500000,21,180,65,48,61,47,78,56,69,55,56,71,68,62,63,50,71,68,73,59,76,59,69,41,63,64,72,54,79,58,65,56,6,8,13,14,12
"A. Bastoni","Italy",72,84,24000,5000000,20,190,80,33,26,74,55,35,36,37,36,42,45,51,51,42,64,57,49,71,55,69,25,71,72,43,38,47,52,76,78,75,11,5,9,11,12
"M. Cuisance","France",72,84,29000,5500000,19,181,74,79,59,49,78,63,75,85,75,73,74,77,66,84,66,74,78,59,64,47,78,57,48,61,76,61,62,49,61,55,9,14,11,8,15
"D. Man","Romania",72,84,9000,5500000,20,183,82,66,73,63,66,57,71,64,56,54,73,86,86,73,65,57,71,80,68,75,60,68,17,76,67,43,72,23,38,32,5,13,7,8,13
"Nuno Tavares","Portugal",72,84,5000,4900000,19,183,76,73,34,54,65,44,71,69,37,32,73,85,88,76,75,60,79,58,74,76,62,74,71,69,54,42,73,67,68,64,8,13,6,12,13
"M. Mehlem","Germany",72,83,11000,5500000,21,174,67,62,62,34,73,42,78,64,52,65,76,76,73,85,61,88,61,64,71,49,59,57,47,68,70,53,61,47,57,49,16,10,8,8,13
"B. Cufre","Argentina",72,83,9000,4800000,22,179,82,77,56,55,67,57,75,82,58,68,73,77,80,77,67,71,81,73,90,70,61,72,66,57,65,55,64,73,67,63,6,7,12,13,6
"Ayrton","Brazil",72,83,1000,4800000,22,180,72,71,48,60,68,46,77,68,56,56,71,86,83,77,70,76,66,80,89,70,56,72,62,59,54,44,70,67,69,68,5,5,14,13,7
"F. Tomori","England",72,83,38000,4900000,21,185,75,56,33,63,71,32,65,29,40,58,63,77,83,76,65,61,41,74,67,75,36,67,73,33,36,27,73,69,75,70,10,13,10,11,7
"Diogo Leite","Portugal",72,83,6000,4900000,20,188,73,29,30,75,63,32,50,35,20,51,63,61,60,52,70,56,59,69,67,71,38,72,75,30,34,38,65,70,74,70,7,5,10,8,10
"I. Gomez","Argentina",72,83,10000,4900000,22,167,60,49,52,67,78,45,70,47,44,74,72,68,62,69,69,77,61,67,77,68,46,73,67,47,50,47,67,71,71,69,6,15,13,9,10
"O. Ejaria","England",72,83,12000,5500000,21,183,75,62,63,59,74,55,77,67,49,71,80,72,71,80,65,58,64,54,67,68,53,55,63,65,70,57,77,59,67,63,15,9,11,14,10
"A. Caci","France",72,83,16000,4900000,22,184,70,65,49,70,71,47,67,59,48,67,65,72,73,71,71,63,58,73,72,73,34,61,74,53,61,52,62,70,74,72,11,9,12,7,8
"J. Torunarigha","Germany",72,83,12000,4900000,21,191,80,45,33,76,63,22,65,34,25,62,58,71,77,60,56,55,42,64,68,78,25,65,72,31,47,42,70,69,77,73,5,7,13,5,11
"G. Togni","Argentina",72,83,12000,5500000,21,173,76,67,68,49,67,55,77,58,46,57,75,85,77,78,68,68,72,57,67,72,62,50,41,69,67,64,63,41,45,42,8,8,11,13,9
"S. Zurkowski","Poland",72,83,24000,5500000,21,185,77,59,58,51,72,51,66,60,48,68,71,77,85,70,71,81,72,69,92,80,64,75,73,68,72,52,78,73,71,70,10,6,11,13,6
"A. Olsen","Denmark",72,83,14000,5000000,19,188,75,63,74,64,66,59,74,70,64,56,72,84,84,71,63,75,74,70,72,68,71,62,24,74,62,69,68,36,34,24,13,8,7,7,11
"N. Gonzalez","Argentina",72,83,16000,5500000,21,180,72,64,69,69,65,48,80,56,42,54,76,79,79,78,69,76,69,69,76,59,54,54,35,75,64,58,72,25,42,35,10,6,9,5,8
"C. Dagba","France",72,83,29000,4900000,20,170,62,72,38,54,75,39,76,61,41,64,77,84,83,84,66,87,68,64,67,47,61,67,68,66,63,38,66,69,70,71,7,6,9,11,11
"P. Schuurs","Netherlands",72,83,7000,4800000,19,193,79,63,55,69,68,42,60,66,72,66,66,62,69,62,68,53,84,68,67,76,68,63,72,44,58,57,66,73,73,69,10,13,9,7,6
"C. Gakpo","Netherlands",72,83,10000,5500000,20,187,76,76,72,33,67,65,76,67,70,60,75,80,82,73,65,69,71,64,71,69,61,37,25,65,68,62,68,33,38,28,15,11,7,9,5
"T. Balu?a","Romania",72,83,21000,5000000,20,191,80,22,35,41,75,21,35,21,64,68,69,65,59,73,67,32,81,74,72,83,68,59,71,28,62,30,60,73,74,68,7,5,10,6,10
"Aihen Munoz","Spain",72,83,12000,4900000,21,175,72,64,49,65,69,45,72,63,29,75,68,76,75,68,77,73,55,65,71,66,60,55,72,70,66,36,72,75,72,66,10,9,10,15,15
"S. Scuffet","Italy",72,82,8000,3900000,23,190,78,20,20,18,30,20,13,20,22,34,21,50,50,60,68,45,45,70,40,65,16,35,18,12,33,18,61,15,24,18,72,68,60,70,80
"S. Luperto","Italy",72,82,29000,4600000,22,191,75,65,45,71,67,45,56,47,42,58,63,52,50,56,70,61,72,69,66,72,68,69,72,52,51,44,62,73,76,74,12,6,12,11,6
"J. Komar","Argentina",72,82,10000,4600000,22,189,82,29,27,75,66,35,35,30,37,57,58,48,58,48,68,33,50,63,79,82,28,64,71,30,42,49,53,73,74,67,6,7,6,15,8
"J. Boga","Ivory Coast",72,82,28000,5000000,22,174,72,70,65,59,65,59,79,73,64,63,75,79,77,80,66,78,80,62,56,65,73,56,41,71,65,55,60,24,42,34,15,8,9,14,16
"Jorge Saenz","Spain",72,82,13000,4600000,22,192,75,52,35,74,70,46,61,32,49,60,66,62,70,57,66,64,52,79,85,76,41,70,68,52,71,45,72,73,71,68,7,14,7,8,11
"S. McKenna","Scotland",72,82,5000,4600000,22,189,80,41,22,70,54,26,40,28,31,50,48,57,64,34,66,61,62,77,71,90,32,85,67,16,31,44,58,70,71,69,11,7,11,6,9
"B. Tetteh","Ghana",72,82,1000,5000000,21,193,90,43,68,73,61,62,73,41,26,51,72,75,81,67,68,56,66,60,65,80,61,68,19,73,58,63,62,25,12,17,10,9,6,10,12
"Leo Duarte","Brazil",72,82,19000,4600000,22,183,76,32,28,66,45,30,47,30,27,32,53,58,57,64,72,62,54,87,76,71,27,77,73,37,30,48,73,74,76,73,10,13,9,8,13
"Lucas Fernandes","Brazil",72,82,5000,5000000,21,175,67,72,64,44,73,66,78,77,74,70,76,75,72,79,73,77,76,57,76,54,75,54,52,63,71,70,73,54,52,49,13,11,12,7,7
"G. Kobel","Switzerland",72,82,9000,4000000,21,193,90,13,10,13,35,10,21,13,12,33,30,26,26,34,72,24,51,34,21,68,10,24,14,10,55,12,50,15,15,15,73,63,68,69,78
"F. Ballo-Toure","France",72,82,19000,4500000,22,182,73,73,42,58,74,39,72,68,49,65,70,85,80,72,64,70,54,59,78,63,43,65,68,67,64,53,63,69,70,69,14,14,7,11,8
"L. Vido","Italy",72,82,3000,5000000,22,182,75,61,73,73,66,60,72,62,64,57,70,68,69,71,71,65,74,76,67,67,62,47,29,71,57,72,67,40,22,21,12,13,9,14,9
"K. Galanopoulos","Greece",72,82,1000,4700000,21,172,72,64,40,54,74,49,70,60,45,69,74,76,70,72,71,77,67,57,75,58,60,75,72,59,64,48,63,69,71,70,6,12,9,6,7
"K. Ruegg","Switzerland",72,82,8000,4600000,20,173,77,67,41,65,67,45,70,58,36,68,69,83,79,70,70,76,46,65,79,80,35,77,63,63,59,30,71,67,72,71,6,9,8,11,13
"O. Alderete","Paraguay",72,82,15000,4600000,22,188,77,62,58,71,70,47,62,52,41,72,63,59,65,51,70,50,63,78,78,84,59,64,76,68,47,45,55,71,67,70,7,13,14,13,15
"Manu Morlanes","Spain",72,82,15000,5000000,20,178,75,65,60,55,78,59,70,64,71,72,77,71,62,71,70,73,63,61,64,62,62,58,67,65,72,68,67,63,57,54,5,9,14,11,14
"H. Turkmen","Turkey",72,82,14000,4600000,21,183,78,48,25,73,54,40,51,52,36,53,57,72,73,61,71,68,60,83,68,77,45,61,76,25,40,32,71,72,74,70,13,10,11,14,9
"M. Targett","England",72,81,28000,4300000,23,183,70,81,36,60,68,37,69,77,62,62,72,70,74,69,69,63,53,61,65,65,38,63,70,62,62,51,59,71,73,70,10,15,8,11,14
"J. Onguene","Cameroon",72,81,16000,4400000,21,186,78,32,24,75,54,27,50,28,33,34,54,67,69,75,64,64,45,88,71,84,24,65,67,26,32,47,58,73,75,69,8,14,12,13,12
"Adrian Marin","Spain",72,81,13000,4300000,22,181,73,72,40,59,73,48,69,62,35,56,73,63,65,67,69,63,60,69,67,71,42,69,74,56,53,38,63,71,73,76,9,14,14,8,8
"F. Aye","France",72,81,10000,4900000,22,184,75,36,73,70,62,66,69,48,48,46,69,83,84,74,63,61,73,74,78,76,63,62,19,72,57,65,62,22,17,19,10,8,15,10,7
"Ronaldo Vieira","England",72,81,15000,4500000,20,178,70,56,53,53,74,50,71,63,49,67,73,74,77,74,67,78,65,68,79,77,62,80,68,58,66,57,71,68,72,68,12,10,7,6,8
"L. Abram","Peru",72,81,9000,4400000,23,181,76,43,39,73,69,35,53,49,33,51,57,61,65,55,60,49,51,91,75,73,37,69,76,43,45,35,57,70,73,69,10,9,13,6,12
"E. Atuesta","Colombia",72,81,5000,4400000,22,180,71,51,55,49,77,46,69,64,57,70,72,66,61,74,72,81,65,59,74,63,55,66,71,54,69,37,68,70,69,60,15,12,12,12,13
"S. Vasiliadis","Germany",72,81,13000,4800000,21,175,75,59,59,46,74,42,70,45,56,67,72,75,74,77,70,77,65,66,85,66,57,65,63,68,74,49,71,60,71,61,12,7,14,14,12
"D. Lischka","Czech Republic",72,81,1000,4400000,21,188,88,49,32,72,66,44,54,48,39,68,65,60,64,56,65,60,50,77,59,80,41,78,68,49,45,45,64,67,70,70,6,9,9,9,10
"A. Cerri","Italy",72,80,21000,4600000,23,194,91,40,75,75,65,68,68,64,34,45,73,52,65,60,60,66,75,71,66,94,68,42,13,70,57,64,68,51,34,30,6,13,8,10,14
"S. Guirassy","France",72,80,13000,4600000,23,187,82,54,72,70,66,64,74,56,67,47,75,68,73,68,61,65,72,73,58,77,56,70,29,73,60,67,64,37,29,34,11,8,12,12,8
"E. Fernandes","Switzerland",72,80,17000,4500000,23,187,77,57,66,45,74,56,73,57,51,72,74,68,75,66,64,56,73,56,78,72,70,66,60,65,69,55,63,56,70,60,12,7,13,15,13
"S. Vegas","Chile",72,80,7000,4200000,22,182,80,55,48,67,68,34,64,54,28,65,66,71,77,60,66,47,65,87,75,78,55,75,70,54,33,47,69,67,71,70,7,10,10,9,9
"S. Posch","Austria",72,80,18000,4200000,22,188,76,25,23,70,63,28,28,26,24,45,44,56,62,42,64,58,42,72,63,73,25,59,75,29,32,38,66,74,78,74,6,8,7,6,8
"D. Verde","Italy",72,80,1000,4600000,23,168,64,69,64,46,65,60,77,81,77,60,78,84,82,90,66,92,85,40,67,33,77,58,24,65,68,71,70,41,37,35,7,12,14,9,12
"Leo Jardim","Brazil",72,80,15000,3500000,24,188,74,12,16,14,27,12,18,18,17,24,18,40,43,35,72,54,50,54,42,56,18,27,24,20,57,19,28,11,16,14,75,72,67,66,73
"M. Fares","Algeria",72,80,10000,4600000,23,183,75,75,59,58,66,58,75,69,48,60,75,79,77,74,70,75,68,57,72,70,62,68,66,65,63,64,65,65,67,68,8,12,10,15,14
"S. Adegbenro","Nigeria",72,80,5000,4600000,23,178,75,63,67,63,60,59,75,61,63,51,72,90,89,91,65,92,67,76,74,70,66,64,26,70,66,59,71,48,44,23,15,6,15,7,12
"I. Mbenza","Belgium",72,80,23000,4600000,23,187,77,72,69,59,70,59,75,74,64,67,70,86,88,76,64,60,78,75,63,74,70,47,21,72,60,55,64,47,30,25,9,6,13,6,16
"A. Diousse","Senegal",72,80,16000,4600000,21,175,68,50,34,58,78,36,73,63,45,76,76,71,56,80,69,75,62,67,76,51,55,68,69,50,74,56,62,62,70,68,9,11,12,11,8
"E. Mor","Turkey",72,80,33000,4600000,21,169,64,63,68,44,66,65,80,56,38,47,77,84,78,91,65,90,66,64,61,34,65,55,28,67,63,49,64,30,21,29,13,10,7,13,6
"A. Penaranda","Venezuela",72,80,38000,4600000,22,185,83,64,69,64,69,71,78,65,63,56,78,73,77,75,70,63,70,60,46,64,67,62,36,71,75,77,65,26,37,31,6,14,13,8,6
"L. Muhl","Germany",72,80,9000,4200000,22,189,83,49,25,66,73,39,53,39,22,67,66,67,79,54,69,50,59,66,65,79,45,73,66,29,59,26,65,65,75,73,14,14,11,12,10
"G. Escobar","Argentina",72,80,8000,4100000,22,171,70,70,36,48,71,36,71,47,35,63,70,82,81,75,66,79,45,76,83,72,57,70,69,52,60,47,56,64,71,71,7,14,15,10,9
"M. Maolida","France",72,80,18000,4600000,20,182,76,55,70,57,68,61,78,61,41,57,74,81,84,79,65,76,69,62,60,61,60,39,24,72,68,61,71,21,17,21,9,10,7,13,8
"B. Tekpetey","Ghana",72,80,15000,4600000,21,172,69,61,64,48,68,57,77,48,42,57,73,87,80,86,70,86,74,61,68,65,60,42,21,69,64,50,54,28,29,35,14,13,7,14,10
"M. Murillo","Panama",72,80,5000,4100000,23,183,77,65,35,62,67,35,70,64,49,64,69,80,82,79,67,70,67,89,84,75,59,80,64,62,56,62,60,70,71,70,5,15,12,11,14
"E. Rexhbecaj","Kosovo",72,80,21000,4600000,21,182,73,70,51,58,76,50,72,49,41,74,74,65,66,68,71,70,72,58,69,60,58,74,60,70,70,54,62,65,67,64,14,11,6,8,14
"D. Limnios","Greece",72,80,1000,4600000,21,180,71,65,66,42,66,70,77,60,66,55,73,80,82,77,64,77,70,55,66,56,68,50,26,73,71,55,65,46,25,26,15,8,7,12,5
"B. Samudio","Paraguay",72,80,10000,4600000,23,180,79,59,72,72,68,52,75,47,43,58,75,74,77,73,68,70,72,73,78,65,63,45,39,72,69,72,66,37,30,24,6,11,14,9,9
"Brandon Thomas","Spain",72,79,20000,4400000,24,173,71,59,74,59,63,67,77,64,54,56,71,78,76,83,73,88,73,72,79,59,70,39,42,76,67,69,66,23,26,27,8,9,7,14,16
"Fabio Cardoso","Portugal",72,79,4000,3900000,25,187,79,32,22,72,62,26,53,33,29,49,64,62,60,64,73,57,60,76,75,79,25,79,72,32,41,39,66,64,74,71,7,14,12,15,8
"B. Cortes","Chile",72,79,4000,3300000,24,185,79,29,14,16,25,15,13,16,12,23,25,48,48,39,67,55,50,59,40,70,20,41,30,18,41,21,60,18,14,15,71,73,66,70,74
"F. Vicari","Italy",72,79,9000,3900000,24,190,80,32,21,69,66,30,36,23,28,57,56,35,34,45,68,42,44,72,51,79,21,68,68,24,41,35,62,74,78,76,16,11,7,10,13
"J. Brownhill","England",72,79,26000,4300000,23,178,69,65,62,65,69,50,69,63,70,69,71,70,73,70,71,71,78,78,89,69,73,70,67,70,69,40,69,63,69,61,8,11,12,7,9
"O. Govea","Mexico",72,79,9000,4000000,23,174,74,58,42,59,75,63,69,75,74,71,75,70,64,76,67,77,74,68,66,61,72,69,72,63,73,57,68,65,71,73,10,9,14,14,11
"C. Gruezo","Ecuador",72,79,14000,4000000,24,171,67,43,41,58,75,37,60,48,47,69,70,64,55,71,68,85,61,69,77,72,42,85,69,55,58,49,65,67,73,70,9,10,12,12,11
"A. Leya Iseka","Belgium",72,79,16000,4500000,21,183,82,69,74,67,64,69,71,64,48,48,72,85,84,73,62,71,76,84,70,76,72,59,26,63,59,68,72,16,25,24,14,15,9,12,15
"R. Gudino","Mexico",72,79,16000,3300000,23,196,92,21,17,15,24,14,21,20,18,22,23,45,49,31,69,39,47,51,40,75,12,34,21,14,51,11,47,19,14,19,72,72,62,69,74
"J. Drommel","Netherlands",72,79,5000,3300000,22,192,90,12,13,21,44,12,25,21,21,39,32,50,52,62,67,49,53,75,40,70,16,22,10,10,40,32,36,12,20,19,74,69,70,69,73
"Sergi Palencia","Spain",72,79,17000,3900000,23,168,67,72,51,57,70,34,71,58,44,59,69,81,78,75,68,72,68,58,79,67,59,82,68,65,44,45,71,70,72,67,9,14,6,11,11
"A. Montero","Colombia",72,79,2000,3300000,24,196,85,20,18,14,39,19,16,18,14,21,24,42,44,32,65,48,49,55,45,80,17,26,16,19,30,25,41,18,18,14,75,69,65,71,73
"A. Calabresi","Italy",72,79,17000,3900000,23,186,75,54,22,65,55,31,50,31,34,42,57,51,65,55,67,63,45,67,63,76,29,69,72,37,44,44,64,74,76,74,6,8,12,12,13
"E. Kwateng","France",72,79,17000,3900000,22,181,75,69,32,69,69,42,68,48,31,66,70,66,67,69,68,63,43,60,69,60,38,64,76,38,56,37,61,71,74,71,6,15,15,15,13
"R. Canouse","United States",72,79,5000,4000000,24,177,76,39,46,65,75,49,62,41,48,71,71,65,68,68,70,67,59,70,74,78,53,77,67,53,62,54,69,71,72,69,15,6,10,15,13
"R. Sallai","Hungary",72,79,15000,4400000,22,183,76,68,70,49,71,67,76,49,45,62,75,76,73,69,67,68,64,63,58,58,63,59,39,70,73,56,63,32,37,38,7,5,11,14,9
"O. Etebo","Nigeria",72,79,21000,4300000,23,176,70,61,59,69,73,66,74,62,66,71,75,84,78,85,74,78,80,81,82,78,59,77,68,61,68,69,66,71,74,76,10,12,13,12,15
"D. Lamkel Ze","Cameroon",72,79,8000,4400000,22,192,78,73,65,68,70,62,74,71,68,72,72,78,88,68,54,51,68,71,75,64,62,87,48,67,70,59,65,41,58,40,11,6,12,12,13
"J. Schouten","Netherlands",72,79,17000,4000000,22,185,72,56,52,63,73,52,75,56,33,72,72,72,62,67,72,70,60,75,74,63,57,62,76,62,67,57,70,73,68,59,11,7,6,5,14
"Marc Cardona","Spain",72,79,20000,4400000,23,183,70,57,73,65,62,64,71,60,52,50,76,76,75,70,68,60,72,62,60,63,65,33,24,73,58,56,65,28,17,12,8,13,11,6,8
"I. Pettersson","Sweden",72,79,5000,3300000,22,180,80,13,7,11,52,9,10,14,14,58,17,31,25,23,72,38,59,67,28,52,10,22,11,8,57,15,48,16,13,12,77,62,79,66,77
"J. Lea Siliki","France",72,79,23000,4300000,23,183,70,70,64,64,75,72,75,75,64,69,76,76,67,71,68,56,74,55,72,67,74,65,66,67,65,64,64,71,68,65,10,12,12,11,12
"N. Reniero","Argentina",72,79,14000,4400000,24,183,79,53,72,69,70,62,71,61,51,62,74,68,66,74,66,65,76,75,73,76,74,41,23,68,59,59,66,44,17,18,13,13,7,10,15
"L. Singh","South Africa",72,79,7000,4400000,21,171,63,65,69,54,64,59,76,71,67,48,72,89,85,90,72,93,73,46,66,34,64,32,23,70,57,68,72,22,31,31,10,6,7,9,7
"Nacho Vidal","Spain",72,79,16000,3900000,24,180,75,75,60,65,72,39,69,70,32,65,71,74,77,67,70,68,59,64,71,66,49,59,66,61,59,36,68,58,73,75,8,8,7,11,9
"M. Sacek","Czech Republic",72,79,1000,4300000,22,178,69,63,57,56,73,55,73,63,52,71,73,75,72,75,70,73,62,74,78,64,63,69,69,62,71,59,69,62,65,63,12,14,14,12,5
"D. Vavro","Slovakia",72,79,23000,3900000,23,190,76,26,37,73,69,36,52,25,30,65,63,63,72,50,58,64,69,73,67,87,58,75,68,48,48,52,67,70,70,69,13,12,14,12,13
"D. Nedelcu","Romania",72,79,9000,4000000,22,189,78,36,39,65,73,30,59,56,32,72,65,66,72,61,67,63,83,70,80,74,68,78,68,47,68,39,40,71,70,67,13,13,5,12,14
"Heriberto Tavares","Portugal",72,79,5000,4400000,22,181,66,61,73,61,66,67,76,73,70,56,74,77,80,79,75,75,82,56,74,63,73,45,22,72,61,70,71,23,33,28,7,13,8,7,8
"Vinicius","Brazil",72,79,9000,4400000,24,190,83,41,74,72,56,63,68,49,36,35,66,67,74,63,71,42,75,66,72,80,65,45,16,72,57,68,73,20,22,21,15,13,13,7,6
"B. de Nooijer","Netherlands",72,79,5000,3900000,21,186,80,72,35,62,49,37,64,54,37,38,66,82,90,66,71,56,49,65,83,65,45,48,72,47,39,41,38,63,71,69,5,10,6,6,8
"A. Musrati","Libya",72,79,6000,4000000,23,193,80,60,46,51,73,40,68,43,41,70,70,51,55,42,70,44,63,58,66,83,52,77,71,54,68,48,76,70,73,67,15,6,8,8,8
"A. Barison","Italy",72,78,2000,3800000,24,186,78,42,40,75,65,38,44,36,40,60,59,66,65,60,70,71,56,75,67,69,32,72,70,40,33,42,68,72,72,72,13,13,9,12,14
"A. Halilovic","Croatia",72,78,11000,4300000,23,169,69,73,58,24,75,64,76,80,69,70,78,74,72,76,70,86,63,52,60,32,71,40,44,70,72,66,71,50,36,28,15,11,11,13,10
"E. Ofori","Ghana",72,78,6000,4200000,24,172,70,58,50,39,74,59,73,65,49,74,73,72,62,88,70,91,70,72,72,59,58,78,62,64,72,50,72,65,69,69,11,7,13,11,8
"Carlos Junior","Brazil",72,78,5000,4300000,23,176,66,64,71,68,70,59,77,47,42,64,75,74,72,80,74,76,74,74,68,42,66,33,17,74,68,70,64,43,15,21,9,13,12,9,7
"E. Koulouris","Greece",72,78,19000,4300000,23,184,82,39,76,74,60,68,65,52,38,58,71,66,72,65,68,64,70,65,66,69,66,30,14,76,53,54,70,38,13,18,6,12,11,6,10
"B. Manuel","Belgium",72,78,11000,4300000,22,169,69,72,60,38,67,59,80,66,67,62,75,85,75,87,64,88,65,84,59,62,61,41,39,66,65,57,71,29,34,35,16,12,8,16,15
"O. Cinar","Turkey",72,78,35000,4300000,23,174,70,70,60,42,72,62,78,74,78,71,76,79,79,87,61,73,75,40,66,58,73,62,22,69,62,57,60,22,22,30,13,12,8,7,7
"S. Bastien","Belgium",72,78,10000,4200000,22,175,73,68,52,54,76,68,76,77,68,74,78,75,68,77,64,78,67,81,79,56,74,70,58,62,68,65,65,69,54,48,8,7,9,7,8
"S. Amrabat","Morocco",72,78,14000,4200000,22,183,84,70,49,65,75,58,72,65,53,75,74,68,68,69,66,75,76,75,83,81,57,76,70,60,70,50,71,66,69,64,13,13,6,16,12
"J. Otero","Colombia",72,78,12000,4300000,24,182,70,60,76,65,63,64,70,51,79,69,70,89,90,79,62,69,87,79,76,78,74,36,35,71,69,61,73,21,30,25,14,8,15,12,10
"D. Crowley","England",72,78,8000,4300000,21,170,71,72,59,39,73,59,80,74,68,69,75,74,68,74,67,83,63,47,67,53,64,56,38,61,70,65,72,32,42,39,15,9,7,13,9
"A. Bobichon","France",72,78,14000,4200000,23,178,75,64,65,55,74,68,75,76,77,69,73,71,75,67,68,69,83,58,72,66,78,62,57,73,74,67,67,55,58,48,15,10,11,12,13
"Diego Gonzalez","Spain",72,78,6000,3800000,24,185,83,71,25,72,67,33,59,59,34,68,64,66,66,66,64,45,42,73,71,76,34,72,67,45,42,42,67,72,72,73,7,7,8,8,12
"J. Harper","Scotland",72,78,8000,4300000,23,186,78,60,77,62,65,64,70,54,52,54,72,75,76,71,65,63,74,67,75,67,64,56,29,73,57,68,60,31,27,24,13,8,10,10,14
"A. Murgia","Italy",72,78,10000,4200000,22,185,78,56,60,70,75,58,69,55,55,72,74,51,46,53,74,57,69,53,46,66,69,58,74,72,72,53,62,68,68,66,12,8,7,8,8
"K. Tsimikas","Greece",72,78,1000,3800000,23,175,68,70,50,52,68,40,71,72,66,65,68,89,86,77,66,74,68,75,79,65,62,72,65,70,64,55,67,71,69,68,8,12,8,13,10
"Y. Suzuki","Japan",72,78,9000,4300000,23,182,75,67,70,82,73,67,68,47,40,64,68,72,72,69,64,66,69,87,83,82,57,68,38,71,69,68,68,40,48,25,14,5,8,8,8
"J. Sanchez","Mexico",72,78,23000,3800000,21,175,71,72,38,63,68,33,66,54,36,54,68,81,83,76,60,75,65,68,79,66,39,50,66,45,60,54,53,71,70,70,10,10,12,12,7
"Domingos Duarte","Portugal",72,78,12000,3800000,24,190,78,34,30,75,67,27,48,27,27,46,57,55,36,41,67,49,50,51,73,79,31,81,73,31,30,45,64,72,73,69,9,9,14,14,13
